transaction_item_id,transaction_id,product_id,quantity,unit_price,line_total
5921,2978,172,1,67.71,67.71
5922,2979,21,4,335.36,1341.44
5923,2979,290,3,27.84,83.52
5924,2979,442,1,447.19,447.19
5925,2980,27,2,89.6,179.2
5926,2980,242,1,411.8,411.8
5927,2980,437,1,440.92,440.92
5928,2981,270,2,250.47,500.94
5929,2981,277,3,302.5,907.5
5930,2981,39,4,394.74,1578.96
5931,2982,367,4,256.2,1024.8
5932,2982,101,5,102.73,513.65
5933,2982,233,3,129.46,388.38
5934,2983,138,3,338.99,1016.97
5935,2983,93,1,231.85,231.85
5936,2984,296,5,239.6,1198.0
5937,2984,270,1,121.81,121.81
5938,2984,481,1,168.01,168.01
5939,2985,192,2,276.53,553.06
5940,2986,44,4,27.65,110.6
5941,2986,301,2,207.11,414.22
5942,2987,360,5,189.66,948.3
5943,2987,56,4,49.11,196.44
5944,2987,349,4,95.77,383.08
5945,2988,412,1,300.06,300.06
5946,2988,151,4,87.68,350.72
5947,2989,250,4,451.18,1804.72
5948,2989,320,1,467.99,467.99
5949,2990,265,4,411.15,1644.6
5950,2990,191,3,98.74,296.22
5951,2991,52,1,84.24,84.24
5952,2991,246,2,422.63,845.26
5953,2991,191,2,148.84,297.68
5954,2992,492,2,113.44,226.88
5955,2992,145,1,249.46,249.46
5956,2993,458,5,46.33,231.65
5957,2993,152,4,331.66,1326.64
5958,2993,370,2,427.71,855.42
5959,2994,279,1,21.9,21.9
5960,2994,24,5,348.95,1744.75
5961,2995,186,1,42.07,42.07
5962,2996,74,5,19.71,98.55
5963,2996,95,3,48.66,145.98
5964,2997,353,4,192.57,770.28
5965,2997,456,5,387.63,1938.15
5966,2998,228,5,225.9,1129.5
5967,2998,312,2,285.65,571.3
5968,2999,248,2,308.95,617.9
5969,2999,399,4,499.23,1996.92
5970,2999,328,1,58.7,58.7
5971,3000,350,5,100.81,504.05
5972,3001,88,1,182.54,182.54
5973,3001,368,5,146.43,732.15
5974,3002,2,2,37.67,75.34
5975,3003,108,1,267.63,267.63
5976,3003,359,2,291.42,582.84
5977,3003,6,3,340.18,1020.54
5978,3004,78,1,289.64,289.64
5979,3004,250,4,394.32,1577.28
5980,3005,52,4,481.16,1924.64
5981,3005,370,3,146.55,439.65
5982,3005,392,3,245.68,737.04
5983,3006,360,4,479.67,1918.68
5984,3007,377,4,351.78,1407.12
5985,3007,264,3,279.76,839.28
5986,3008,143,1,289.53,289.53
5987,3009,70,1,40.7,40.7
5988,3009,336,1,27.78,27.78
5989,3009,396,4,377.84,1511.36
5990,3010,218,5,121.7,608.5
5991,3010,333,4,404.86,1619.44
5992,3010,394,4,48.98,195.92
5993,3011,22,5,145.72,728.6
5994,3011,486,3,491.9,1475.7
5995,3011,16,5,162.4,812.0
5996,3012,259,5,316.68,1583.4
5997,3012,274,5,384.39,1921.95
5998,3013,210,5,111.68,558.4
5999,3013,118,3,27.52,82.56
6000,3014,254,2,21.62,43.24
6001,3015,449,3,144.2,432.6
6002,3015,257,5,132.45,662.25
6003,3016,401,3,184.53,553.59
6004,3016,412,2,113.56,227.12
6005,3016,470,3,403.69,1211.07
6006,3017,48,5,13.71,68.55
6007,3018,352,4,56.97,227.88
6008,3018,360,2,191.13,382.26
6009,3018,231,5,47.12,235.6
6010,3019,60,4,249.39,997.56
6011,3020,439,3,223.18,669.54
6012,3021,298,5,78.87,394.35
6013,3021,3,1,161.5,161.5
6014,3022,186,4,475.07,1900.28
6015,3022,477,5,238.99,1194.95
6016,3022,380,3,267.27,801.81
6017,3023,88,3,274.32,822.96
6018,3023,109,1,235.33,235.33
6019,3024,295,2,372.83,745.66
6020,3024,171,1,248.1,248.1
6021,3024,239,3,386.16,1158.48
6022,3025,214,4,387.08,1548.32
6023,3025,116,2,85.24,170.48
6024,3026,248,3,340.95,1022.85
6025,3026,6,2,463.41,926.82
6026,3027,262,4,194.76,779.04
6027,3028,41,2,75.25,150.5
6028,3028,227,4,173.23,692.92
6029,3029,75,2,51.06,102.12
6030,3029,400,3,11.57,34.71
6031,3029,270,3,388.48,1165.44
6032,3030,217,3,43.06,129.18
6033,3030,420,4,302.79,1211.16
6034,3031,174,4,384.78,1539.12
6035,3031,93,2,452.33,904.66
6036,3031,3,3,292.43,877.29
6037,3032,256,4,475.97,1903.88
6038,3032,379,3,228.87,686.61
6039,3033,282,4,58.97,235.88
6040,3033,182,4,472.68,1890.72
6041,3034,291,5,177.98,889.9
6042,3034,434,2,37.51,75.02
6043,3035,65,1,116.44,116.44
6044,3035,438,3,398.35,1195.05
6045,3035,307,1,286.05,286.05
6046,3036,163,2,409.76,819.52
6047,3036,265,2,390.34,780.68
6048,3036,54,5,144.25,721.25
6049,3037,268,1,329.74,329.74
6050,3038,21,1,374.85,374.85
6051,3038,377,5,269.75,1348.75
6052,3039,444,5,292.3,1461.5
6053,3040,462,5,396.87,1984.35
6054,3040,180,5,400.3,2001.5
6055,3041,5,3,410.02,1230.06
6056,3042,159,2,145.34,290.68
6057,3042,411,3,150.68,452.04
6058,3043,491,2,407.2,814.4
6059,3043,291,4,379.99,1519.96
6060,3043,194,1,372.18,372.18
6061,3044,17,3,288.98,866.94
6062,3045,499,5,472.65,2363.25
6063,3045,70,3,435.41,1306.23
6064,3046,329,1,168.34,168.34
6065,3046,178,5,419.25,2096.25
6066,3047,375,3,293.9,881.7
6067,3048,118,4,98.02,392.08
6068,3048,13,3,268.12,804.36
6069,3048,30,5,278.01,1390.05
6070,3049,304,1,465.45,465.45
6071,3049,403,5,300.6,1503.0
6072,3050,80,3,380.68,1142.04
6073,3050,280,3,101.46,304.38
6074,3051,74,5,466.19,2330.95
6075,3051,144,1,154.85,154.85
6076,3051,274,2,419.4,838.8
6077,3052,4,1,464.89,464.89
6078,3052,292,4,231.62,926.48
6079,3053,111,2,469.98,939.96
6080,3054,450,4,166.8,667.2
6081,3054,315,5,12.12,60.6
6082,3054,381,5,326.84,1634.2
6083,3055,19,3,336.07,1008.21
6084,3056,255,3,490.09,1470.27
6085,3057,448,5,353.63,1768.15
6086,3057,293,4,110.15,440.6
6087,3057,52,4,255.43,1021.72
6088,3058,94,4,78.92,315.68
6089,3058,83,4,5.43,21.72
6090,3059,119,3,495.85,1487.55
6091,3059,216,4,158.87,635.48
6092,3059,465,1,328.22,328.22
6093,3060,53,2,45.77,91.54
6094,3061,417,4,217.45,869.8
6095,3061,403,1,205.1,205.1
6096,3062,347,2,115.19,230.38
6097,3063,48,2,53.4,106.8
6098,3063,273,1,25.81,25.81
6099,3064,462,4,419.66,1678.64
6100,3065,444,3,111.17,333.51
6101,3065,415,5,35.71,178.55
6102,3065,62,5,351.19,1755.95
6103,3066,42,2,10.48,20.96
6104,3066,173,1,110.34,110.34
6105,3067,314,2,260.03,520.06
6106,3068,302,1,276.74,276.74
6107,3068,472,3,182.04,546.12
6108,3068,242,2,436.18,872.36
6109,3069,128,1,335.38,335.38
6110,3070,6,2,111.49,222.98
6111,3070,410,4,252.36,1009.44
6112,3070,25,3,324.51,973.53
6113,3071,343,1,74.24,74.24
6114,3072,214,3,450.17,1350.51
6115,3073,328,2,197.04,394.08
6116,3073,399,5,370.09,1850.45
6117,3074,75,1,260.74,260.74
6118,3075,437,4,148.53,594.12
6119,3075,127,3,251.41,754.23
6120,3076,239,2,473.87,947.74
6121,3077,187,2,47.79,95.58
6122,3077,15,4,48.28,193.12
6123,3078,94,1,5.02,5.02
6124,3078,222,3,38.96,116.88
6125,3079,332,4,330.45,1321.8
6126,3079,375,5,245.18,1225.9
6127,3079,232,3,187.34,562.02
6128,3080,204,3,56.72,170.16
6129,3080,152,2,496.18,992.36
6130,3081,380,2,440.48,880.96
6131,3082,156,4,26.53,106.12
6132,3082,214,1,7.83,7.83
6133,3083,127,4,264.15,1056.6
6134,3083,490,3,42.83,128.49
6135,3083,456,5,306.73,1533.65
6136,3084,74,1,203.92,203.92
6137,3084,408,1,212.74,212.74
6138,3085,106,3,413.45,1240.35
6139,3086,95,5,351.47,1757.35
6140,3086,168,3,73.49,220.47
6141,3086,275,3,376.94,1130.82
6142,3087,408,1,103.79,103.79
6143,3087,289,3,486.04,1458.12
6144,3087,60,2,431.08,862.16
6145,3088,397,2,371.74,743.48
6146,3088,362,1,209.45,209.45
6147,3089,349,2,26.6,53.2
6148,3090,467,2,133.78,267.56
6149,3090,27,5,373.0,1865.0
6150,3090,102,5,168.72,843.6
6151,3091,283,4,168.51,674.04
6152,3091,425,3,220.97,662.91
6153,3092,160,1,84.44,84.44
6154,3092,420,2,469.04,938.08
6155,3093,109,3,412.92,1238.76
6156,3093,394,2,15.66,31.32
6157,3093,12,3,362.49,1087.47
6158,3094,277,4,34.95,139.8
6159,3094,410,1,379.68,379.68
6160,3095,164,3,147.59,442.77
6161,3096,332,3,108.01,324.03
6162,3097,440,1,112.8,112.8
6163,3097,296,3,162.91,488.73
6164,3098,337,5,54.56,272.8
6165,3098,193,5,361.45,1807.25
6166,3098,214,5,117.81,589.05
6167,3099,257,5,13.78,68.9
6168,3099,247,4,346.34,1385.36
6169,3100,370,5,463.93,2319.65
6170,3101,287,4,395.03,1580.12
6171,3101,59,4,206.23,824.92
6172,3102,209,2,19.34,38.68
6173,3102,217,3,347.25,1041.75
6174,3103,446,4,214.23,856.92
6175,3104,152,2,324.04,648.08
6176,3105,120,4,89.08,356.32
6177,3106,498,4,444.27,1777.08
6178,3106,249,4,319.8,1279.2
6179,3107,322,3,26.82,80.46
6180,3107,301,5,453.82,2269.1
6181,3107,490,3,297.7,893.1
6182,3108,91,4,424.5,1698.0
6183,3109,466,4,297.66,1190.64
6184,3109,82,4,86.02,344.08
6185,3110,480,2,464.88,929.76
6186,3110,410,4,128.83,515.32
6187,3111,53,4,98.96,395.84
6188,3112,391,2,398.28,796.56
6189,3112,290,2,426.07,852.14
6190,3113,444,1,422.47,422.47
6191,3114,350,2,433.58,867.16
6192,3114,268,4,164.04,656.16
6193,3114,304,1,357.77,357.77
6194,3115,407,3,72.94,218.82
6195,3115,256,4,107.36,429.44
6196,3116,285,3,186.18,558.54
6197,3117,469,5,364.16,1820.8
6198,3117,8,2,22.02,44.04
6199,3118,174,4,107.21,428.84
6200,3118,202,1,164.62,164.62
6201,3118,176,1,19.13,19.13
6202,3119,262,4,459.82,1839.28
6203,3119,330,2,325.83,651.66
6204,3119,430,3,52.2,156.6
6205,3120,16,4,287.91,1151.64
6206,3120,359,3,55.78,167.34
6207,3121,476,2,411.69,823.38
6208,3122,65,3,352.71,1058.13
6209,3122,24,1,202.9,202.9
6210,3123,315,1,274.32,274.32
6211,3123,204,4,208.41,833.64
6212,3124,414,3,243.19,729.57
6213,3124,371,1,458.48,458.48
6214,3125,390,2,244.75,489.5
6215,3126,308,3,150.01,450.03
6216,3126,360,4,144.05,576.2
6217,3127,141,2,147.87,295.74
6218,3127,98,1,178.55,178.55
6219,3127,352,2,435.78,871.56
6220,3128,445,3,119.59,358.77
6221,3128,386,3,48.9,146.7
6222,3128,104,3,339.19,1017.57
6223,3129,219,4,134.62,538.48
6224,3130,162,3,448.23,1344.69
6225,3130,138,4,214.1,856.4
6226,3131,356,4,171.33,685.32
6227,3131,195,5,269.02,1345.1
6228,3132,353,3,294.58,883.74
6229,3133,19,4,454.65,1818.6
6230,3133,202,4,350.91,1403.64
6231,3134,332,1,94.65,94.65
6232,3134,395,4,57.04,228.16
6233,3134,363,1,181.31,181.31
6234,3135,370,2,433.23,866.46
6235,3135,188,3,44.4,133.2
6236,3135,161,1,186.03,186.03
6237,3136,92,1,245.59,245.59
6238,3136,280,1,254.12,254.12
6239,3137,409,4,18.08,72.32
6240,3138,128,4,347.23,1388.92
6241,3138,15,4,231.78,927.12
6242,3139,91,3,53.06,159.18
6243,3140,53,1,433.42,433.42
6244,3140,52,5,220.09,1100.45
6245,3140,170,2,255.08,510.16
6246,3141,66,4,119.24,476.96
6247,3142,118,2,368.04,736.08
6248,3142,172,5,76.4,382.0
6249,3142,132,4,338.58,1354.32
6250,3143,470,1,349.83,349.83
6251,3144,485,4,53.85,215.4
6252,3144,427,1,386.49,386.49
6253,3144,254,1,342.07,342.07
6254,3145,28,4,137.63,550.52
6255,3145,273,2,101.45,202.9
6256,3145,398,2,65.79,131.58
6257,3146,56,4,389.41,1557.64
6258,3146,325,4,433.18,1732.72
6259,3147,490,5,473.35,2366.75
6260,3147,64,5,487.7,2438.5
6261,3148,358,1,162.39,162.39
6262,3149,452,2,402.62,805.24
6263,3149,130,3,20.05,60.15
6264,3150,487,1,175.23,175.23
6265,3150,454,1,483.88,483.88
6266,3151,395,1,21.41,21.41
6267,3151,488,3,83.01,249.03
6268,3151,498,1,113.44,113.44
6269,3152,15,5,438.68,2193.4
6270,3152,27,3,399.56,1198.68
6271,3153,124,1,447.36,447.36
6272,3153,446,2,186.95,373.9
6273,3153,227,5,129.31,646.55
6274,3154,162,1,68.71,68.71
6275,3155,457,3,471.02,1413.06
6276,3156,78,4,398.91,1595.64
6277,3156,271,1,493.65,493.65
6278,3156,476,5,329.29,1646.45
6279,3157,226,1,400.93,400.93
6280,3157,408,4,125.63,502.52
6281,3158,111,2,413.81,827.62
6282,3159,26,2,191.12,382.24
6283,3159,461,3,359.52,1078.56
6284,3160,394,2,358.52,717.04
6285,3161,51,5,98.05,490.25
6286,3161,278,5,360.32,1801.6
6287,3161,498,3,451.99,1355.97
6288,3162,432,4,389.45,1557.8
6289,3163,153,4,160.12,640.48
6290,3163,133,1,83.78,83.78
6291,3163,445,2,98.51,197.02
6292,3164,215,5,384.95,1924.75
6293,3164,206,2,278.35,556.7
6294,3164,88,2,237.4,474.8
6295,3165,39,5,473.83,2369.15
6296,3166,86,3,333.29,999.87
6297,3167,180,3,211.3,633.9
6298,3167,194,1,382.07,382.07
6299,3167,393,3,312.94,938.82
6300,3168,135,3,206.43,619.29
6301,3168,9,5,378.73,1893.65
6302,3168,481,2,10.32,20.64
6303,3169,275,2,425.19,850.38
6304,3169,152,1,152.36,152.36
6305,3170,448,4,385.49,1541.96
6306,3170,303,5,110.77,553.85
6307,3171,385,4,93.9,375.6
6308,3171,107,4,185.19,740.76
6309,3172,205,2,242.7,485.4
6310,3172,417,4,219.05,876.2
6311,3173,377,5,112.62,563.1
6312,3173,484,2,425.47,850.94
6313,3174,91,4,156.12,624.48
6314,3175,122,3,221.39,664.17
6315,3175,5,4,423.61,1694.44
6316,3175,340,2,217.46,434.92
6317,3176,9,1,330.9,330.9
6318,3177,297,4,320.99,1283.96
6319,3178,226,1,467.34,467.34
6320,3178,189,1,366.94,366.94
6321,3179,148,5,143.48,717.4
6322,3179,215,4,490.73,1962.92
6323,3179,393,1,81.37,81.37
6324,3180,247,3,449.9,1349.7
6325,3180,365,2,7.02,14.04
6326,3180,312,2,364.17,728.34
6327,3181,333,2,422.58,845.16
6328,3182,435,5,74.89,374.45
6329,3182,392,1,331.12,331.12
6330,3183,315,1,251.2,251.2
6331,3183,103,3,365.43,1096.29
6332,3183,98,5,324.13,1620.65
6333,3184,265,5,279.41,1397.05
6334,3185,494,2,483.65,967.3
6335,3185,265,3,371.78,1115.34
6336,3185,393,5,110.74,553.7
6337,3186,381,3,117.55,352.65
6338,3186,6,1,9.81,9.81
6339,3186,281,1,166.05,166.05
6340,3187,123,2,200.22,400.44
6341,3187,48,2,142.49,284.98
6342,3187,405,3,105.03,315.09
6343,3188,153,1,46.56,46.56
6344,3189,367,4,409.71,1638.84
6345,3189,266,1,349.69,349.69
6346,3190,11,5,435.99,2179.95
6347,3190,155,5,85.96,429.8
6348,3191,408,5,216.83,1084.15
6349,3191,34,3,216.96,650.88
6350,3192,183,2,43.86,87.72
6351,3192,26,2,247.95,495.9
6352,3193,488,4,233.02,932.08
6353,3194,109,4,433.93,1735.72
6354,3194,437,2,335.67,671.34
6355,3195,269,4,12.08,48.32
6356,3195,485,4,342.5,1370.0
6357,3196,308,2,223.97,447.94
6358,3197,444,2,63.33,126.66
6359,3198,19,5,201.85,1009.25
6360,3198,479,3,252.3,756.9
6361,3199,467,5,336.45,1682.25
6362,3200,397,5,120.44,602.2
6363,3200,352,5,199.45,997.25
6364,3201,416,4,151.96,607.84
6365,3202,55,3,340.28,1020.84
6366,3202,23,3,143.98,431.94
6367,3202,4,3,216.51,649.53
6368,3203,325,1,415.93,415.93
6369,3204,285,2,9.93,19.86
6370,3205,323,5,360.28,1801.4
6371,3205,149,5,177.63,888.15
6372,3206,285,4,146.58,586.32
6373,3206,414,4,201.26,805.04
6374,3207,323,5,265.04,1325.2
6375,3207,62,4,116.58,466.32
6376,3207,462,2,251.52,503.04
6377,3208,447,4,301.03,1204.12
6378,3209,165,4,486.3,1945.2
6379,3209,158,4,164.92,659.68
6380,3209,46,1,403.41,403.41
6381,3210,80,2,116.26,232.52
6382,3211,461,4,124.05,496.2
6383,3211,353,2,466.48,932.96
6384,3211,343,3,25.5,76.5
6385,3212,112,1,134.38,134.38
6386,3212,450,2,310.53,621.06
6387,3212,454,5,490.09,2450.45
6388,3213,55,4,155.95,623.8
6389,3213,347,1,388.97,388.97
6390,3213,93,5,328.91,1644.55
6391,3214,286,3,98.67,296.01
6392,3214,260,1,49.94,49.94
6393,3214,36,4,359.61,1438.44
6394,3215,213,3,43.11,129.33
6395,3215,492,5,235.72,1178.6
6396,3216,160,4,45.3,181.2
6397,3216,475,2,487.76,975.52
6398,3216,303,2,98.57,197.14
6399,3217,360,3,428.4,1285.2
6400,3218,97,1,255.4,255.4
6401,3218,118,4,461.27,1845.08
6402,3219,217,1,378.6,378.6
6403,3220,62,1,146.61,146.61
6404,3220,347,1,189.97,189.97
6405,3220,500,4,317.21,1268.84
6406,3221,306,1,320.64,320.64
6407,3221,359,2,154.74,309.48
6408,3221,219,4,497.38,1989.52
6409,3222,302,3,222.34,667.02
6410,3223,438,5,492.49,2462.45
6411,3223,344,2,14.06,28.12
6412,3224,114,1,289.57,289.57
6413,3224,489,1,12.53,12.53
6414,3224,362,1,359.75,359.75
6415,3225,468,2,393.19,786.38
6416,3226,121,5,291.28,1456.4
6417,3227,308,2,110.11,220.22
6418,3227,418,5,381.12,1905.6
6419,3227,246,3,80.19,240.57
6420,3228,445,1,469.22,469.22
6421,3228,73,3,402.41,1207.23
6422,3229,266,4,407.34,1629.36
6423,3229,104,2,447.45,894.9
6424,3229,246,2,410.78,821.56
6425,3230,338,4,174.46,697.84
6426,3231,167,2,348.34,696.68
6427,3232,124,5,327.48,1637.4
6428,3233,164,1,280.7,280.7
6429,3233,486,2,487.27,974.54
6430,3234,166,5,312.9,1564.5
6431,3234,162,1,31.41,31.41
6432,3234,450,3,485.79,1457.37
6433,3235,204,2,321.95,643.9
6434,3235,60,4,19.39,77.56
6435,3236,308,2,170.1,340.2
6436,3236,150,5,259.81,1299.05
6437,3236,74,4,375.59,1502.36
6438,3237,21,1,475.58,475.58
6439,3238,339,1,211.1,211.1
6440,3239,497,3,315.05,945.15
6441,3239,209,3,73.79,221.37
6442,3239,495,5,445.47,2227.35
6443,3240,29,4,104.54,418.16
6444,3240,463,3,353.3,1059.9
6445,3241,448,1,141.54,141.54
6446,3242,259,2,93.19,186.38
6447,3242,438,5,267.47,1337.35
6448,3243,424,1,481.27,481.27
6449,3244,144,4,410.0,1640.0
6450,3244,352,3,196.42,589.26
6451,3244,318,1,388.83,388.83
6452,3245,24,4,153.26,613.04
6453,3245,245,4,412.09,1648.36
6454,3246,493,4,156.96,627.84
6455,3247,199,4,167.59,670.36
6456,3248,33,1,180.9,180.9
6457,3248,2,1,362.23,362.23
6458,3249,94,1,281.79,281.79
6459,3249,117,3,101.08,303.24
6460,3249,262,3,19.77,59.31
6461,3250,360,2,236.62,473.24
6462,3250,308,3,229.47,688.41
6463,3250,257,4,85.49,341.96
6464,3251,30,4,104.29,417.16
6465,3252,27,4,159.37,637.48
6466,3253,402,4,209.48,837.92
6467,3253,205,2,269.27,538.54
6468,3254,225,4,442.8,1771.2
6469,3254,270,4,118.52,474.08
6470,3254,277,4,104.84,419.36
6471,3255,35,5,386.83,1934.15
6472,3256,465,2,137.52,275.04
6473,3257,361,2,244.17,488.34
6474,3258,384,1,407.39,407.39
6475,3259,229,1,386.86,386.86
6476,3260,467,5,205.01,1025.05
6477,3261,273,4,137.69,550.76
6478,3261,109,3,368.28,1104.84
6479,3262,113,1,425.72,425.72
6480,3263,203,1,106.02,106.02
6481,3263,386,2,139.66,279.32
6482,3264,473,3,309.34,928.02
6483,3265,329,5,276.35,1381.75
6484,3266,266,3,426.33,1278.99
6485,3266,375,2,323.47,646.94
6486,3267,337,4,25.36,101.44
6487,3267,100,4,374.79,1499.16
6488,3268,253,1,88.91,88.91
6489,3269,340,5,330.04,1650.2
6490,3270,182,1,288.4,288.4
6491,3270,484,2,237.73,475.46
6492,3270,324,4,190.75,763.0
6493,3271,227,5,229.61,1148.05
6494,3272,108,4,488.26,1953.04
6495,3272,425,3,340.8,1022.4
6496,3272,338,5,487.53,2437.65
6497,3273,237,4,92.46,369.84
6498,3273,233,2,60.29,120.58
6499,3274,20,5,296.89,1484.45
6500,3274,14,1,385.05,385.05
6501,3275,205,3,312.52,937.56
6502,3275,248,5,463.37,2316.85
6503,3276,41,4,209.05,836.2
6504,3276,139,2,391.2,782.4
6505,3276,245,3,226.44,679.32
6506,3277,5,5,143.05,715.25
6507,3277,304,5,444.67,2223.35
6508,3277,2,2,88.83,177.66
6509,3278,298,3,234.93,704.79
6510,3278,474,4,100.06,400.24
6511,3278,210,1,329.04,329.04
6512,3279,289,1,370.14,370.14
6513,3280,327,5,83.16,415.8
6514,3281,335,5,388.3,1941.5
6515,3282,412,1,24.71,24.71
6516,3282,495,4,222.45,889.8
6517,3282,433,4,174.04,696.16
6518,3283,145,5,15.38,76.9
6519,3284,325,2,221.34,442.68
6520,3284,82,4,472.86,1891.44
6521,3284,449,4,403.24,1612.96
6522,3285,420,5,150.55,752.75
6523,3285,186,3,248.53,745.59
6524,3285,395,5,451.36,2256.8
6525,3286,263,5,50.27,251.35
6526,3286,26,3,269.5,808.5
6527,3287,169,5,295.59,1477.95
6528,3287,54,3,242.22,726.66
6529,3288,405,2,441.57,883.14
6530,3288,244,5,290.34,1451.7
6531,3289,408,5,55.6,278.0
6532,3289,166,2,459.22,918.44
6533,3290,54,2,440.49,880.98
6534,3291,380,4,246.85,987.4
6535,3292,470,5,223.24,1116.2
6536,3292,409,4,361.16,1444.64
6537,3293,128,4,92.27,369.08
6538,3294,82,4,407.83,1631.32
6539,3295,500,1,184.79,184.79
6540,3296,128,2,294.37,588.74
6541,3297,364,5,189.24,946.2
6542,3297,22,1,273.38,273.38
6543,3298,483,4,389.14,1556.56
6544,3298,24,4,227.09,908.36
6545,3298,141,1,415.85,415.85
6546,3299,394,4,405.99,1623.96
6547,3299,44,4,316.81,1267.24
6548,3300,108,2,456.83,913.66
6549,3301,483,3,403.6,1210.8
6550,3301,104,2,412.0,824.0
6551,3301,228,3,18.13,54.39
6552,3302,10,3,409.57,1228.71
6553,3302,471,2,56.0,112.0
6554,3302,103,1,171.53,171.53
6555,3303,77,2,94.19,188.38
6556,3303,262,1,216.64,216.64
6557,3304,209,1,149.55,149.55
6558,3304,454,2,112.43,224.86
6559,3304,493,5,209.63,1048.15
6560,3305,117,5,82.84,414.2
6561,3306,71,3,48.08,144.24
6562,3307,320,5,30.27,151.35
6563,3308,326,5,490.42,2452.1
6564,3308,188,1,433.57,433.57
6565,3308,256,1,447.89,447.89
6566,3309,197,1,142.46,142.46
6567,3309,131,5,77.51,387.55
6568,3309,294,1,127.1,127.1
6569,3310,211,4,85.91,343.64
6570,3310,385,2,265.12,530.24
6571,3310,350,2,219.24,438.48
6572,3311,370,5,99.92,499.6
6573,3311,29,5,273.43,1367.15
6574,3312,74,5,131.29,656.45
6575,3313,230,3,431.98,1295.94
6576,3313,180,1,232.01,232.01
6577,3314,340,3,263.35,790.05
6578,3315,474,4,136.8,547.2
6579,3315,290,5,475.04,2375.2
6580,3315,113,2,450.84,901.68
6581,3316,168,3,497.52,1492.56
6582,3317,309,4,287.01,1148.04
6583,3317,385,5,19.05,95.25
6584,3317,417,2,75.3,150.6
6585,3318,450,2,24.91,49.82
6586,3318,310,3,96.02,288.06
6587,3318,185,5,203.01,1015.05
6588,3319,139,2,472.95,945.9
6589,3320,473,5,72.29,361.45
6590,3320,167,5,336.62,1683.1
6591,3321,101,4,164.79,659.16
6592,3321,180,3,43.17,129.51
6593,3321,231,2,491.94,983.88
6594,3322,180,4,346.89,1387.56
6595,3323,191,4,468.03,1872.12
6596,3324,472,2,272.58,545.16
6597,3324,334,2,311.73,623.46
6598,3324,117,3,240.34,721.02
6599,3325,452,1,342.38,342.38
6600,3326,466,1,164.39,164.39
6601,3326,304,3,139.77,419.31
6602,3326,462,3,334.59,1003.77
6603,3327,177,1,310.13,310.13
6604,3328,55,5,219.34,1096.7
6605,3328,319,3,350.57,1051.71
6606,3329,87,2,269.68,539.36
6607,3330,251,5,483.5,2417.5
6608,3330,117,5,467.19,2335.95
6609,3330,445,2,285.65,571.3
6610,3331,300,4,121.79,487.16
6611,3332,500,1,458.85,458.85
6612,3332,162,3,484.22,1452.66
6613,3332,227,5,199.83,999.15
6614,3333,38,3,341.84,1025.52
6615,3334,16,1,492.89,492.89
6616,3335,350,1,459.44,459.44
6617,3335,471,1,96.19,96.19
6618,3336,272,2,299.71,599.42
6619,3336,452,2,191.84,383.68
6620,3337,392,3,498.1,1494.3
6621,3337,447,3,403.24,1209.72
6622,3337,271,5,208.64,1043.2
6623,3338,7,5,47.56,237.8
6624,3339,249,3,51.22,153.66
6625,3339,412,4,41.79,167.16
6626,3340,227,1,338.88,338.88
6627,3340,267,1,467.57,467.57
6628,3341,279,1,362.19,362.19
6629,3341,68,5,420.1,2100.5
6630,3342,280,1,323.13,323.13
6631,3342,299,3,218.87,656.61
6632,3343,347,2,494.73,989.46
6633,3344,166,5,65.95,329.75
6634,3345,312,3,386.4,1159.2
6635,3346,385,2,410.57,821.14
6636,3347,68,5,130.82,654.1
6637,3348,85,4,484.43,1937.72
6638,3348,80,5,41.25,206.25
6639,3348,235,4,110.67,442.68
6640,3349,443,3,227.01,681.03
6641,3350,39,3,133.7,401.1
6642,3350,396,3,108.72,326.16
6643,3351,115,5,325.8,1629.0
6644,3351,376,4,337.66,1350.64
6645,3352,494,1,193.44,193.44
6646,3352,148,1,434.95,434.95
6647,3352,174,3,304.52,913.56
6648,3353,285,5,476.08,2380.4
6649,3354,58,3,469.44,1408.32
6650,3354,20,3,468.19,1404.57
6651,3354,345,1,399.82,399.82
6652,3355,83,1,388.33,388.33
6653,3355,219,3,274.45,823.35
6654,3356,186,4,159.18,636.72
6655,3356,453,3,387.37,1162.11
6656,3356,198,4,42.44,169.76
6657,3357,77,2,67.89,135.78
6658,3357,125,5,262.67,1313.35
6659,3358,3,2,400.24,800.48
6660,3359,155,2,339.64,679.28
6661,3359,55,1,117.5,117.5
6662,3360,331,1,373.94,373.94
6663,3360,118,2,122.68,245.36
6664,3360,487,4,72.04,288.16
6665,3361,134,2,454.84,909.68
6666,3361,287,4,228.37,913.48
6667,3362,130,2,424.26,848.52
6668,3362,228,4,396.08,1584.32
6669,3362,243,4,124.44,497.76
6670,3363,183,5,259.47,1297.35
6671,3363,148,5,68.1,340.5
6672,3364,352,1,283.81,283.81
6673,3364,11,1,298.87,298.87
6674,3364,208,4,287.75,1151.0
6675,3365,13,1,487.92,487.92
6676,3365,480,2,122.03,244.06
6677,3366,349,1,265.94,265.94
6678,3366,325,2,357.15,714.3
6679,3366,255,5,358.05,1790.25
6680,3367,214,2,154.14,308.28
6681,3367,413,1,451.31,451.31
6682,3367,131,1,347.92,347.92
6683,3368,154,3,263.87,791.61
6684,3368,144,5,338.75,1693.75
