transaction_id,customer_id,transaction_date,payment_method
2786,186,2025-01-24,Debit Card
2787,680,2025-01-28,Debit Card
2788,42,2025-12-26,Credit Card
2789,922,2025-09-12,Debit Card
2790,68,2025-09-18,Debit Card
2791,485,2025-10-26,Cash
2792,129,2025-02-01,UPI
2793,479,2025-07-29,UPI
2794,83,2025-07-07,UPI
2795,85,2025-07-07,Credit Card
2796,74,2025-04-05,UPI
2797,886,2025-11-04,UPI
2798,283,2025-06-23,Net Banking
2799,68,2025-05-30,Net Banking
2800,665,2025-02-23,Net Banking
2801,338,2025-09-09,Cash
2802,949,2025-06-05,Net Banking
2803,451,2025-12-16,Net Banking
2804,106,2025-03-16,Credit Card
2805,850,2025-08-24,Net Banking
2806,293,2025-03-15,UPI
2807,791,2025-01-20,Debit Card
2808,546,2025-10-19,Cash
2809,47,2025-10-31,Credit Card
2810,654,2025-04-14,UPI
2811,601,2025-09-01,UPI
2812,534,2025-06-08,Cash
2813,599,2025-11-13,Net Banking
2814,376,2025-05-25,Cash
2815,276,2024-12-31,Credit Card
2816,832,2025-02-04,UPI
2817,317,2025-08-18,UPI
2818,283,2025-01-29,UPI
2819,101,2025-01-07,Credit Card
2820,644,2024-12-30,Net Banking
2821,881,2025-05-25,Cash
2822,971,2025-04-07,Debit Card
2823,341,2025-06-19,UPI
2824,969,2025-12-08,Cash
2825,220,2025-05-21,Credit Card
2826,357,2025-09-30,Credit Card
2827,459,2025-09-25,Debit Card
2828,403,2025-02-08,Debit Card
2829,590,2025-06-16,Credit Card
2830,214,2025-07-26,Debit Card
2831,83,2025-02-12,UPI
2832,562,2025-08-19,UPI
2833,682,2025-04-18,Net Banking
2834,313,2025-09-15,Net Banking
2835,108,2025-08-28,UPI
2836,731,2025-07-26,Cash
2837,490,2025-09-07,Credit Card
2838,792,2025-03-22,Credit Card
2839,278,2025-07-21,Cash
2840,707,2025-02-03,Credit Card
2841,746,2025-10-25,Debit Card
2842,478,2025-09-12,UPI
2843,517,2025-03-20,Net Banking
2844,47,2025-12-17,Net Banking
2845,277,2025-07-10,Debit Card
2846,177,2025-06-25,Credit Card
2847,768,2025-11-02,Debit Card
2848,777,2025-09-10,Credit Card
2849,10,2025-11-04,Cash
2850,302,2025-09-09,Credit Card
2851,341,2025-10-03,Cash
2852,3,2025-07-04,Credit Card
2853,737,2025-04-06,Debit Card
2854,528,2025-08-18,Debit Card
2855,453,2025-09-26,Credit Card
2856,337,2025-12-13,UPI
2857,609,2025-12-09,Debit Card
2858,736,2025-01-19,Credit Card
2859,821,2025-01-26,Net Banking
2860,43,2025-01-08,UPI
2861,942,2025-05-15,Net Banking
2862,389,2025-10-20,Credit Card
2863,368,2025-04-07,Net Banking
2864,470,2025-07-25,Credit Card
2865,301,2025-04-24,Credit Card
2866,268,2025-09-19,Net Banking
2867,510,2025-08-09,Net Banking
2868,338,2025-10-18,Cash
2869,133,2025-06-05,UPI
2870,682,2025-11-12,Debit Card
2871,908,2025-11-22,Debit Card
2872,819,2025-06-16,Cash
2873,235,2025-04-24,Cash
2874,90,2025-01-09,UPI
2875,452,2025-11-27,Net Banking
2876,606,2025-05-17,Credit Card
2877,661,2025-04-12,UPI
2878,544,2025-12-08,UPI
2879,449,2025-09-27,Net Banking
2880,845,2025-02-05,Debit Card
2881,710,2025-11-18,Net Banking
2882,940,2025-08-10,UPI
2883,552,2025-01-04,Cash
2884,825,2025-10-23,Debit Card
2885,69,2025-01-03,UPI
2886,593,2025-11-03,Credit Card
2887,941,2025-05-11,Debit Card
2888,457,2025-02-20,Cash
2889,292,2025-05-30,Net Banking
2890,602,2025-09-24,Credit Card
2891,153,2025-09-03,UPI
2892,982,2025-02-05,Cash
2893,345,2025-08-12,Cash
2894,793,2025-12-15,Cash
2895,580,2025-01-05,UPI
2896,350,2025-06-05,UPI
2897,432,2025-06-28,Debit Card
2898,506,2025-11-16,Debit Card
2899,191,2025-12-08,Cash
2900,73,2025-09-21,UPI
2901,405,2025-06-08,Cash
2902,27,2025-02-13,Net Banking
2903,355,2025-06-26,Cash
2904,517,2025-12-08,Credit Card
2905,843,2025-06-12,Debit Card
2906,389,2025-12-02,Net Banking
2907,157,2025-08-29,Credit Card
2908,40,2025-09-23,Debit Card
2909,775,2025-09-07,Debit Card
2910,603,2025-09-05,Debit Card
2911,613,2025-01-14,Debit Card
2912,71,2025-12-14,Credit Card
2913,137,2025-06-13,Debit Card
2914,900,2025-06-25,UPI
2915,515,2025-11-11,Credit Card
2916,814,2025-07-10,Debit Card
2917,560,2025-12-24,UPI
2918,536,2025-08-23,Debit Card
2919,667,2025-05-24,Net Banking
2920,164,2025-11-27,Credit Card
2921,3,2025-05-16,Credit Card
2922,880,2025-07-27,Credit Card
2923,681,2025-02-15,Cash
2924,71,2025-02-18,Net Banking
2925,204,2025-05-24,Net Banking
2926,335,2025-09-08,UPI
2927,49,2025-11-18,Credit Card
2928,932,2025-03-19,Debit Card
2929,461,2025-08-13,Debit Card
2930,57,2025-07-15,Credit Card
2931,935,2025-08-03,Debit Card
2932,949,2025-09-27,Cash
2933,170,2025-03-31,Cash
2934,850,2025-04-10,UPI
2935,143,2025-06-03,UPI
2936,903,2025-06-24,Net Banking
2937,376,2025-01-04,UPI
2938,883,2025-12-12,Net Banking
2939,679,2025-08-24,Cash
2940,728,2025-11-16,Debit Card
2941,431,2025-03-27,UPI
2942,691,2025-04-27,Cash
2943,35,2025-02-21,UPI
2944,253,2025-03-05,UPI
2945,768,2025-01-23,UPI
2946,253,2025-03-28,UPI
2947,188,2025-01-22,Debit Card
2948,704,2025-03-21,UPI
2949,565,2024-12-29,Debit Card
2950,328,2025-07-04,Net Banking
2951,107,2025-07-06,Cash
2952,392,2025-01-07,Cash
2953,963,2025-03-03,Cash
2954,665,2025-05-21,Credit Card
2955,544,2025-02-18,Cash
2956,108,2025-11-23,Credit Card
2957,537,2025-07-06,Net Banking
2958,360,2025-03-14,Cash
2959,534,2025-11-14,UPI
2960,138,2025-12-26,Credit Card
2961,589,2025-01-02,Cash
2962,46,2025-06-24,Cash
2963,619,2025-07-30,Credit Card
2964,344,2025-09-10,Net Banking
2965,131,2025-12-16,Credit Card
2966,809,2025-03-30,UPI
2967,889,2025-04-09,Credit Card
2968,677,2025-03-12,Debit Card
2969,87,2025-06-06,Cash
2970,448,2025-10-10,Credit Card
2971,975,2025-06-04,Net Banking
2972,263,2025-12-10,Net Banking
2973,459,2025-10-17,Net Banking
2974,918,2025-06-19,UPI
2975,468,2025-05-31,Credit Card
2976,517,2025-05-11,Debit Card
2977,625,2025-01-15,Debit Card
2978,111,2025-01-16,UPI
2979,831,2025-06-02,Credit Card
2980,724,2025-06-15,Debit Card
2981,128,2025-06-04,Credit Card
2982,682,2025-06-29,Debit Card
2983,834,2025-04-21,Credit Card
2984,481,2025-01-31,Net Banking
2985,739,2025-07-12,Net Banking
2986,848,2025-02-03,Cash
2987,511,2025-09-20,Debit Card
2988,902,2025-11-19,Credit Card
2989,595,2025-12-04,Cash
2990,780,2025-08-28,Debit Card
2991,52,2025-08-09,Credit Card
2992,403,2025-09-26,Debit Card
2993,321,2025-04-07,Debit Card
2994,430,2025-02-01,Debit Card
2995,861,2025-10-27,UPI
2996,285,2025-04-03,Credit Card
2997,607,2025-01-20,Net Banking
2998,962,2025-01-12,Net Banking
2999,935,2025-04-23,Debit Card
3000,735,2025-10-26,Cash
3001,833,2025-05-02,Cash
3002,328,2025-01-17,Debit Card
3003,210,2025-03-25,UPI
3004,188,2025-10-18,Credit Card
3005,603,2025-06-15,Debit Card
3006,134,2025-04-19,UPI
3007,605,2025-04-18,Net Banking
3008,914,2025-10-18,UPI
3009,597,2025-01-19,Cash
3010,364,2025-03-18,Debit Card
3011,792,2025-11-17,Debit Card
3012,834,2025-01-07,UPI
3013,645,2025-03-31,Debit Card
3014,616,2025-10-15,Cash
3015,590,2025-08-09,Net Banking
3016,698,2025-05-18,Net Banking
3017,880,2025-08-16,Cash
3018,650,2025-02-14,Net Banking
3019,771,2025-11-27,Debit Card
3020,584,2025-05-02,Credit Card
3021,689,2025-08-30,Net Banking
3022,755,2025-06-13,Debit Card
3023,258,2025-03-08,Cash
3024,872,2025-12-25,Cash
3025,18,2025-06-06,UPI
3026,893,2025-11-10,UPI
3027,992,2025-07-15,Credit Card
3028,135,2025-11-29,Debit Card
3029,968,2025-03-30,Debit Card
3030,375,2025-03-29,Credit Card
3031,305,2025-08-25,Credit Card
3032,331,2025-08-10,UPI
3033,306,2025-09-08,Cash
3034,430,2025-11-27,UPI
3035,706,2025-04-03,Cash
3036,455,2025-09-06,UPI
3037,340,2025-06-16,UPI
3038,947,2025-02-22,Net Banking
3039,309,2025-09-15,Debit Card
3040,342,2025-07-29,UPI
3041,85,2025-04-08,Debit Card
3042,947,2025-03-12,Debit Card
3043,132,2025-12-11,UPI
3044,930,2025-09-17,Net Banking
3045,763,2025-05-17,Cash
3046,365,2025-03-22,Cash
3047,597,2025-10-19,Cash
3048,786,2025-02-25,UPI
3049,644,2025-09-14,Cash
3050,269,2025-08-23,Cash
3051,906,2025-09-21,Cash
3052,650,2025-11-14,Credit Card
3053,71,2025-10-29,UPI
3054,543,2025-02-06,Cash
3055,715,2025-08-20,Credit Card
3056,658,2025-05-04,UPI
3057,91,2025-01-15,Credit Card
3058,232,2025-01-25,UPI
3059,560,2025-11-03,Debit Card
3060,790,2025-02-06,Net Banking
3061,710,2025-07-24,UPI
3062,868,2025-06-03,Cash
3063,58,2025-04-21,Credit Card
3064,621,2025-06-06,Cash
3065,868,2025-06-08,UPI
3066,549,2025-06-16,Cash
3067,885,2025-05-18,Debit Card
3068,395,2025-10-17,Net Banking
3069,261,2025-03-05,Credit Card
3070,719,2025-04-08,UPI
3071,593,2025-08-29,Debit Card
3072,914,2025-03-01,UPI
3073,194,2025-06-03,UPI
3074,177,2025-05-14,Net Banking
3075,382,2025-03-15,Cash
3076,575,2025-09-24,UPI
3077,601,2025-01-02,Net Banking
3078,651,2025-08-31,Net Banking
3079,146,2025-05-02,UPI
3080,613,2025-12-10,Cash
3081,691,2025-07-02,Net Banking
3082,571,2025-09-12,Net Banking
3083,35,2025-02-01,UPI
3084,143,2025-08-13,Debit Card
3085,165,2025-06-29,Debit Card
3086,562,2025-09-03,UPI
3087,430,2024-12-30,Debit Card
3088,450,2025-05-19,Cash
3089,175,2025-03-11,Debit Card
3090,924,2025-01-18,UPI
3091,805,2025-06-22,Cash
3092,317,2025-02-06,Credit Card
3093,543,2025-12-06,Debit Card
3094,778,2025-11-29,Debit Card
3095,666,2025-02-05,Cash
3096,3,2025-12-15,UPI
3097,263,2025-05-01,Debit Card
3098,343,2025-03-31,Net Banking
3099,480,2025-01-19,Debit Card
3100,58,2025-10-15,UPI
3101,810,2025-12-11,UPI
3102,907,2025-10-29,UPI
3103,208,2025-12-19,Net Banking
3104,14,2025-08-30,UPI
3105,637,2025-03-02,Credit Card
3106,848,2025-08-28,Cash
3107,271,2025-02-25,Debit Card
3108,166,2025-01-07,Credit Card
3109,162,2025-04-23,UPI
3110,844,2025-02-21,Debit Card
3111,364,2025-06-03,Debit Card
3112,454,2025-05-30,Credit Card
3113,764,2025-06-08,UPI
3114,224,2025-01-29,Net Banking
3115,15,2025-12-04,Cash
3116,42,2025-06-13,Credit Card
3117,172,2025-08-09,Net Banking
3118,727,2025-07-20,Net Banking
3119,69,2025-08-11,Credit Card
3120,916,2025-07-25,Credit Card
3121,966,2025-04-04,Net Banking
3122,180,2025-01-14,Credit Card
3123,904,2025-09-24,UPI
3124,922,2025-05-05,Credit Card
3125,117,2025-12-19,UPI
3126,236,2025-07-19,Net Banking
3127,409,2025-08-12,Credit Card
3128,458,2025-10-04,Debit Card
3129,293,2025-10-20,Credit Card
3130,134,2025-11-25,Credit Card
3131,623,2025-02-08,Debit Card
3132,810,2025-11-03,UPI
3133,874,2025-08-06,Cash
3134,135,2025-12-10,Cash
3135,879,2025-02-27,Debit Card
3136,619,2025-11-29,Net Banking
3137,575,2025-01-26,Debit Card
3138,530,2025-12-17,UPI
3139,593,2025-08-07,Debit Card
3140,976,2025-04-20,Credit Card
3141,367,2025-08-28,Cash
3142,538,2025-07-14,Net Banking
3143,690,2025-05-17,Debit Card
3144,8,2025-01-15,Credit Card
3145,957,2025-09-30,Cash
3146,728,2025-06-12,Credit Card
3147,975,2025-04-06,Cash
3148,776,2025-12-03,Debit Card
3149,233,2025-10-01,UPI
3150,181,2025-10-16,UPI
3151,14,2025-05-25,UPI
3152,135,2025-06-19,UPI
3153,321,2025-05-22,Debit Card
3154,916,2025-08-05,Credit Card
3155,939,2025-08-26,Credit Card
3156,599,2025-10-07,Debit Card
3157,337,2025-03-07,Net Banking
3158,228,2025-10-09,Cash
3159,255,2025-02-11,UPI
3160,239,2025-04-04,Credit Card
3161,940,2025-03-17,Debit Card
3162,994,2025-09-20,UPI
3163,494,2025-07-23,Cash
3164,932,2025-10-18,Debit Card
3165,850,2025-03-06,Credit Card
3166,576,2025-06-11,Net Banking
3167,674,2025-06-26,Debit Card
3168,741,2025-11-14,Net Banking
3169,578,2025-06-04,Net Banking
3170,155,2025-12-21,Credit Card
3171,746,2025-02-14,UPI
3172,398,2025-12-17,Net Banking
3173,943,2025-07-11,UPI
3174,669,2025-04-22,Credit Card
3175,814,2025-06-21,UPI
3176,513,2025-04-22,UPI
3177,117,2025-11-20,Credit Card
3178,252,2025-11-01,Credit Card
3179,762,2025-04-01,Net Banking
3180,66,2025-09-08,Cash
3181,4,2025-08-28,UPI
3182,870,2025-10-17,Net Banking
3183,954,2025-05-04,Net Banking
3184,571,2025-12-03,Cash
3185,347,2025-10-22,Debit Card
3186,799,2025-04-14,UPI
3187,476,2025-11-10,Net Banking
3188,934,2025-03-05,Credit Card
3189,805,2025-10-15,Cash
3190,599,2025-12-01,Cash
3191,799,2025-05-21,UPI
3192,102,2025-07-02,UPI
3193,403,2025-05-17,Debit Card
3194,385,2025-09-02,Cash
3195,868,2025-10-08,Net Banking
3196,952,2025-03-03,Debit Card
3197,11,2025-11-23,Debit Card
3198,655,2025-03-21,Cash
3199,249,2025-08-17,Net Banking
3200,630,2025-03-16,Net Banking
3201,796,2025-03-15,Cash
3202,373,2025-10-13,UPI
3203,710,2025-04-28,Net Banking
3204,696,2025-10-03,UPI
3205,296,2025-12-11,Net Banking
3206,837,2025-11-19,UPI
3207,43,2025-11-22,Cash
3208,8,2025-03-14,Net Banking
3209,292,2025-06-08,Debit Card
3210,224,2025-02-03,Credit Card
3211,783,2025-10-20,Credit Card
3212,590,2025-04-22,Debit Card
3213,310,2025-08-03,Cash
3214,110,2025-05-24,Cash
3215,520,2025-06-17,Cash
3216,553,2025-12-13,Debit Card
3217,172,2025-04-07,Cash
3218,398,2025-09-10,Cash
3219,53,2025-07-05,UPI
3220,326,2025-07-11,Net Banking
3221,311,2025-07-19,Cash
3222,833,2025-07-30,Net Banking
3223,258,2025-05-21,Net Banking
3224,112,2025-03-23,Cash
3225,581,2025-12-05,UPI
3226,467,2025-02-27,Debit Card
3227,117,2025-03-15,Credit Card
3228,276,2025-03-24,Cash
3229,208,2025-09-30,Debit Card
3230,969,2025-01-05,Debit Card
3231,465,2025-01-23,Debit Card
3232,165,2025-05-30,Cash
3233,236,2025-11-21,Credit Card
3234,592,2025-09-07,Net Banking
3235,237,2025-08-19,UPI
3236,973,2025-07-28,Debit Card
3237,898,2025-01-23,Cash
3238,554,2025-11-10,Net Banking
3239,547,2025-07-26,Cash
3240,169,2025-08-13,Credit Card
3241,541,2025-05-04,Net Banking
3242,617,2025-10-28,Debit Card
3243,873,2025-01-04,Cash
3244,601,2025-04-07,UPI
3245,92,2025-11-27,Cash
3246,779,2025-06-23,Credit Card
3247,898,2025-01-01,Debit Card
3248,87,2025-04-18,UPI
3249,676,2025-02-23,Net Banking
3250,9,2025-02-16,Net Banking
3251,350,2025-09-28,Cash
3252,555,2025-11-27,Credit Card
3253,390,2025-11-29,Net Banking
3254,586,2025-01-26,UPI
3255,684,2025-03-01,Cash
3256,719,2025-08-26,Cash
3257,204,2025-08-23,Debit Card
3258,159,2025-06-10,Cash
3259,38,2025-09-20,Cash
3260,431,2025-06-05,Net Banking
3261,578,2025-11-13,Cash
3262,640,2025-07-29,Credit Card
3263,3,2025-07-29,Net Banking
3264,803,2025-06-08,Credit Card
3265,889,2025-09-23,UPI
3266,726,2025-10-16,UPI
3267,515,2024-12-26,Cash
3268,505,2025-11-17,Net Banking
3269,742,2025-11-18,Credit Card
3270,616,2025-07-12,UPI
3271,787,2025-07-03,UPI
3272,268,2025-10-07,Cash
3273,615,2025-01-01,Cash
3274,883,2025-06-01,Debit Card
3275,838,2025-07-02,Debit Card
3276,489,2025-05-01,UPI
3277,365,2025-09-26,Net Banking
3278,95,2025-12-21,Credit Card
3279,753,2025-03-17,Credit Card
3280,690,2025-09-03,UPI
3281,949,2025-03-23,Debit Card
3282,888,2025-03-14,Debit Card
3283,413,2025-02-15,Cash
3284,832,2025-07-11,Credit Card
3285,640,2025-11-01,Cash
3286,827,2025-10-07,Debit Card
3287,178,2025-09-19,Net Banking
3288,277,2025-09-03,Credit Card
3289,755,2025-03-27,Cash
3290,678,2025-08-26,Debit Card
3291,986,2025-06-28,Cash
3292,637,2025-03-10,Cash
3293,494,2025-02-11,UPI
3294,391,2025-01-31,Net Banking
3295,502,2024-12-29,Credit Card
3296,630,2025-03-20,Credit Card
3297,632,2025-02-01,Debit Card
3298,262,2025-07-25,Net Banking
3299,345,2025-01-15,Credit Card
3300,554,2025-06-01,Credit Card
3301,784,2025-01-14,Debit Card
3302,796,2025-03-17,Debit Card
3303,485,2025-09-23,Credit Card
3304,321,2025-08-16,UPI
3305,797,2025-10-10,Credit Card
3306,578,2025-02-02,Net Banking
3307,186,2025-10-31,Credit Card
3308,388,2025-11-27,Cash
3309,726,2025-09-08,Credit Card
3310,214,2025-03-13,Credit Card
3311,6,2025-04-11,UPI
3312,495,2025-06-07,Credit Card
3313,17,2025-12-01,Net Banking
3314,257,2025-12-25,UPI
3315,860,2025-08-16,Cash
3316,839,2025-10-18,UPI
3317,150,2025-01-25,Debit Card
3318,648,2025-06-22,Cash
3319,199,2025-09-01,UPI
3320,714,2025-10-23,Credit Card
3321,73,2025-11-09,Credit Card
3322,87,2025-08-03,Debit Card
3323,873,2025-08-05,Credit Card
3324,157,2025-01-01,Net Banking
3325,973,2025-09-20,Credit Card
3326,120,2025-02-11,Net Banking
3327,380,2025-12-25,Debit Card
3328,251,2025-07-12,Debit Card
3329,295,2025-01-08,Net Banking
3330,56,2025-05-07,Credit Card
3331,203,2025-06-07,UPI
3332,984,2025-01-25,Credit Card
3333,457,2025-12-13,Debit Card
3334,175,2025-11-29,Debit Card
3335,156,2025-01-02,Debit Card
3336,496,2025-10-24,UPI
3337,137,2025-11-25,UPI
3338,952,2025-03-24,Cash
3339,743,2025-02-03,Cash
3340,214,2025-04-24,Debit Card
3341,529,2025-10-12,Net Banking
3342,853,2025-02-19,UPI
3343,230,2025-05-06,Net Banking
3344,40,2025-07-01,Net Banking
3345,687,2025-04-15,Net Banking
3346,356,2025-09-09,Net Banking
3347,939,2024-12-26,Credit Card
3348,471,2025-04-20,Net Banking
3349,897,2025-05-07,Credit Card
3350,711,2025-12-07,Debit Card
3351,728,2025-11-29,UPI
3352,14,2025-11-27,Cash
3353,683,2025-10-15,Debit Card
3354,700,2025-12-15,UPI
3355,180,2025-01-24,Cash
3356,979,2025-02-15,Debit Card
3357,182,2025-09-20,Cash
3358,215,2025-09-13,UPI
3359,989,2025-03-30,Cash
3360,839,2025-01-13,Cash
3361,767,2025-03-06,Credit Card
3362,221,2025-06-13,Credit Card
3363,566,2025-12-25,Cash
3364,55,2025-03-13,Debit Card
3365,264,2025-07-11,Cash
3366,918,2025-03-19,Cash
3367,321,2025-11-24,Cash
3368,332,2025-06-18,Net Banking
3369,825,2025-02-15,Debit Card
3370,794,2024-12-26,Debit Card
3371,100,2025-12-16,Credit Card
3372,845,2025-05-29,Net Banking
3373,924,2025-07-29,Credit Card
3374,891,2025-09-16,UPI
3375,668,2025-05-17,UPI
3376,230,2025-12-20,Debit Card
3377,839,2025-08-10,UPI
3378,18,2025-02-10,Credit Card
3379,764,2025-03-22,UPI
3380,670,2025-03-24,Net Banking
3381,47,2025-03-23,UPI
3382,325,2025-07-18,Cash
3383,670,2025-12-21,Debit Card
3384,235,2025-04-11,UPI
3385,424,2025-10-01,Net Banking
3386,95,2025-12-25,Cash
3387,915,2025-12-13,UPI
3388,791,2025-02-07,Credit Card
3389,531,2025-06-12,Cash
3390,58,2025-09-04,Credit Card
3391,589,2025-02-22,Debit Card
3392,363,2025-12-21,Cash
3393,539,2025-01-09,UPI
3394,440,2025-05-20,Cash
3395,184,2025-06-26,UPI
3396,412,2025-03-14,Credit Card
3397,230,2025-02-18,Credit Card
3398,246,2025-12-02,Credit Card
3399,855,2025-01-30,Credit Card
3400,185,2025-10-15,Debit Card
3401,245,2025-10-29,Net Banking
3402,92,2025-01-24,Cash
3403,827,2025-03-28,Cash
3404,88,2025-03-23,Net Banking
3405,719,2025-02-08,Cash
3406,334,2025-06-23,Net Banking
3407,444,2025-05-24,Net Banking
3408,693,2025-12-16,Debit Card
3409,104,2025-07-14,UPI
3410,368,2025-07-22,Credit Card
3411,685,2025-06-18,UPI
3412,397,2025-10-30,Net Banking
3413,143,2025-06-06,UPI
3414,853,2025-09-18,Credit Card
3415,869,2025-02-08,Cash
3416,527,2025-10-29,Cash
3417,799,2025-02-01,Cash
3418,329,2025-08-12,Credit Card
3419,509,2025-12-20,Net Banking
3420,717,2025-03-26,Cash
3421,815,2025-11-28,Credit Card
3422,906,2025-06-23,UPI
3423,57,2025-05-21,Debit Card
3424,486,2025-05-12,Cash
3425,569,2025-10-09,Credit Card
3426,90,2025-10-23,Credit Card
3427,445,2025-11-05,Net Banking
3428,433,2025-09-10,Net Banking
3429,6,2025-01-30,Cash
3430,493,2025-09-18,Net Banking
3431,344,2025-07-07,UPI
3432,746,2025-02-12,UPI
3433,28,2025-05-30,Net Banking
3434,168,2025-05-18,Cash
3435,949,2025-07-13,Debit Card
3436,660,2025-12-22,Credit Card
3437,819,2025-08-16,UPI
3438,655,2025-02-09,Debit Card
3439,640,2025-05-10,Cash
3440,306,2025-12-21,UPI
3441,234,2025-08-24,Net Banking
3442,304,2025-02-21,Cash
3443,790,2025-01-03,Cash
3444,189,2025-11-12,UPI
3445,552,2025-03-09,Cash
3446,876,2025-09-09,Debit Card
3447,934,2025-08-20,Net Banking
3448,942,2025-03-06,UPI
3449,806,2025-05-12,Credit Card
3450,119,2025-09-28,Cash
3451,329,2025-08-15,Cash
3452,716,2025-02-22,Net Banking
3453,449,2025-12-13,Cash
3454,484,2025-03-21,Net Banking
3455,2,2025-11-21,Credit Card
3456,142,2025-09-18,Credit Card
3457,4,2025-09-25,Debit Card
3458,26,2025-05-21,Debit Card
3459,423,2025-12-09,UPI
3460,68,2025-02-02,Cash
3461,876,2025-05-24,UPI
3462,405,2025-12-11,Cash
3463,210,2025-08-11,Net Banking
3464,658,2025-12-15,Cash
3465,409,2025-08-31,Debit Card
3466,330,2025-02-04,Credit Card
3467,977,2025-05-30,Cash
3468,925,2025-09-09,UPI
3469,219,2025-07-24,Cash
3470,449,2025-09-06,Net Banking
3471,278,2025-11-05,Credit Card
3472,605,2025-06-03,UPI
3473,525,2025-04-07,Debit Card
3474,287,2025-07-21,Net Banking
3475,974,2025-01-31,Credit Card
3476,950,2025-10-28,UPI
3477,187,2025-10-19,Credit Card
3478,580,2025-04-14,Cash
3479,452,2025-07-25,Cash
3480,122,2025-02-14,Net Banking
3481,160,2025-04-07,Credit Card
3482,869,2025-01-09,Debit Card
3483,435,2025-03-04,Cash
3484,625,2025-10-18,Credit Card
3485,324,2025-08-04,Cash
3486,340,2025-08-21,Credit Card
3487,950,2025-11-02,Cash
3488,662,2025-10-07,UPI
3489,834,2025-06-20,UPI
3490,337,2025-10-29,Net Banking
3491,309,2025-01-03,Credit Card
3492,370,2025-06-09,Cash
3493,231,2025-02-26,Cash
3494,606,2025-08-03,Net Banking
3495,174,2025-04-11,Debit Card
3496,309,2025-03-25,Net Banking
3497,748,2025-05-17,Net Banking
3498,813,2025-07-10,Cash
3499,296,2025-05-26,Credit Card
3500,416,2025-09-07,Debit Card
3501,589,2025-11-04,Debit Card
3502,578,2025-03-06,Credit Card
3503,151,2025-01-10,Net Banking
3504,222,2025-04-01,Cash
3505,555,2025-05-04,Credit Card
3506,230,2025-10-27,Cash
3507,569,2025-02-28,Credit Card
3508,99,2025-04-07,Net Banking
3509,262,2025-04-06,UPI
3510,128,2025-11-04,Debit Card
3511,998,2025-04-08,Credit Card
3512,778,2025-02-20,Credit Card
3513,864,2025-07-07,Debit Card
3514,527,2025-08-27,Net Banking
3515,66,2025-01-21,Cash
3516,294,2025-08-29,Credit Card
3517,301,2025-07-23,UPI
3518,833,2025-07-04,Debit Card
3519,730,2025-01-26,Cash
3520,590,2025-06-21,UPI
3521,705,2025-03-30,Cash
3522,240,2025-02-26,Cash
3523,576,2025-03-01,Credit Card
3524,100,2025-05-07,Net Banking
3525,823,2025-06-07,Net Banking
3526,101,2025-03-19,UPI
3527,429,2025-07-03,UPI
3528,428,2025-05-21,Credit Card
3529,829,2025-03-24,Debit Card
3530,142,2025-08-14,Debit Card
3531,267,2025-06-07,Credit Card
3532,83,2025-07-18,Net Banking
3533,852,2024-12-26,UPI
3534,66,2025-10-15,Credit Card
3535,946,2025-08-11,Cash
3536,600,2025-03-28,Credit Card
3537,566,2025-12-10,Cash
3538,693,2025-10-15,Cash
3539,888,2025-12-11,UPI
3540,419,2025-11-18,UPI
3541,188,2025-12-19,UPI
3542,980,2025-08-24,Net Banking
3543,740,2025-09-02,UPI
3544,620,2025-03-16,Debit Card
3545,888,2025-07-23,Cash
3546,219,2025-06-29,UPI
3547,326,2025-08-08,Debit Card
3548,665,2025-09-21,Credit Card
3549,340,2025-04-15,Net Banking
3550,306,2025-01-19,UPI
3551,606,2025-04-28,Cash
3552,124,2025-11-13,Credit Card
3553,144,2025-05-09,Net Banking
3554,712,2025-06-20,Credit Card
3555,71,2025-05-15,Debit Card
3556,451,2025-09-28,Net Banking
3557,79,2025-12-23,Cash
3558,530,2025-03-01,Net Banking
3559,532,2025-08-16,UPI
3560,820,2025-03-27,Cash
3561,16,2025-01-28,Cash
3562,998,2025-01-02,UPI
3563,922,2025-03-08,UPI
3564,62,2025-02-11,Debit Card
3565,326,2025-01-12,Cash
3566,256,2025-05-02,Cash
3567,19,2025-07-26,Cash
3568,90,2025-05-03,Cash
3569,263,2025-11-15,Credit Card
3570,941,2025-10-25,Credit Card
3571,478,2025-03-05,Net Banking
3572,369,2025-04-09,Debit Card
3573,106,2025-07-26,UPI
3574,178,2025-02-25,Debit Card
3575,868,2025-04-15,Debit Card
3576,194,2025-06-02,Debit Card
3577,669,2025-02-02,Cash
3578,237,2025-03-05,Net Banking
3579,346,2025-03-25,Cash
3580,204,2025-05-11,Debit Card
3581,658,2025-04-24,Net Banking
3582,472,2025-05-15,Cash
3583,686,2025-01-22,Credit Card
3584,368,2025-01-27,Debit Card
3585,904,2025-04-16,Debit Card
3586,819,2025-04-25,Net Banking
3587,559,2024-12-28,Credit Card
3588,656,2025-05-10,Debit Card
3589,51,2025-06-28,UPI
3590,481,2025-03-25,Net Banking
3591,319,2025-11-26,Debit Card
3592,562,2025-08-19,Cash
3593,484,2025-05-22,Net Banking
3594,211,2025-06-29,Net Banking
3595,775,2025-10-04,Cash
3596,962,2025-04-06,UPI
3597,239,2025-12-19,UPI
3598,950,2025-05-31,Net Banking
3599,780,2024-12-26,Credit Card
3600,146,2025-08-16,Debit Card
