transaction_id,transaction_date,customer_id,product_id,quantity,unit_price,total_amount
1372,2025-12-14,569,489,1,52.69,52.69
1373,2025-05-27,398,497,1,482.27,482.27
1373,2025-05-27,398,195,2,494.68,989.36
1374,2025-05-24,208,301,4,274.15,1096.60
1374,2025-05-24,208,316,5,285.22,1426.10
1375,2025-05-18,126,354,2,78.8,157.6
1375,2025-05-18,126,392,2,141.55,283.10
1376,2025-10-06,810,496,4,159.99,639.96
1376,2025-10-06,810,2,3,287.98,863.94
1376,2025-10-06,810,89,5,349.52,1747.60
1377,2025-10-18,365,27,5,227.57,1137.85
1377,2025-10-18,365,84,5,404.22,2021.10
1377,2025-10-18,365,162,5,147.2,736.0
1378,2025-07-03,884,428,1,358.4,358.4
1378,2025-07-03,884,415,1,477.17,477.17
1379,2025-02-10,536,454,2,64.77,129.54
1379,2025-02-10,536,357,5,147.52,737.60
1379,2025-02-10,536,73,3,25.92,77.76
1380,2025-07-30,2,151,4,496.87,1987.48
1381,2025-12-26,41,29,2,178.91,357.82
1381,2025-12-26,41,120,2,458.95,917.90
1382,2025-08-20,551,108,1,393.46,393.46
1382,2025-08-20,551,424,2,321.07,642.14
1383,2025-09-13,800,243,5,457.3,2286.5
1383,2025-09-13,800,237,3,242.96,728.88
1383,2025-09-13,800,64,1,491.55,491.55
1384,2025-04-28,207,82,1,349.97,349.97
1384,2025-04-28,207,172,1,250.68,250.68
1384,2025-04-28,207,43,5,278.89,1394.45
1385,2025-12-19,958,21,1,141.16,141.16
1385,2025-12-19,958,130,4,252.98,1011.92
1385,2025-12-19,958,250,1,202.45,202.45
1386,2025-05-16,19,434,1,21.02,21.02
1387,2025-02-17,57,342,1,478.74,478.74
1387,2025-02-17,57,125,4,265.17,1060.68
1387,2025-02-17,57,146,2,92.21,184.42
1388,2025-03-15,813,151,5,496.87,2484.35
1388,2025-03-15,813,498,1,374.05,374.05
1388,2025-03-15,813,251,3,152.34,457.02
1389,2025-03-31,283,250,2,202.45,404.90
1389,2025-03-31,283,476,3,131.18,393.54
1390,2025-08-11,157,389,3,74.31,222.93
1391,2025-02-22,840,134,5,284.82,1424.10
1391,2025-02-22,840,365,5,459.25,2296.25
1391,2025-02-22,840,80,4,293.7,1174.8
1392,2025-02-02,935,482,2,296.53,593.06
1392,2025-02-02,935,198,2,373.73,747.46
1393,2025-05-25,417,475,5,118.44,592.20
1394,2025-09-18,626,63,4,364.98,1459.92
1394,2025-09-18,626,142,1,240.49,240.49
1395,2025-06-24,153,286,3,46.15,138.45
1395,2025-06-24,153,114,4,136.66,546.64
1395,2025-06-24,153,473,1,341.31,341.31
1396,2025-02-05,967,157,2,33.43,66.86
1396,2025-02-05,967,49,5,243.73,1218.65
1397,2025-10-01,694,350,5,30.8,154.0
1397,2025-10-01,694,281,2,115.36,230.72
1398,2025-07-09,529,114,4,136.66,546.64
1398,2025-07-09,529,9,5,217.36,1086.80
1399,2025-06-08,162,334,4,134.61,538.44
1399,2025-06-08,162,37,3,37.4,112.2
1400,2025-05-11,64,222,4,80.58,322.32
1401,2025-08-04,403,86,4,444.15,1776.60
1402,2025-09-19,746,293,1,131.93,131.93
1402,2025-09-19,746,477,5,442.21,2211.05
1403,2025-03-17,323,386,4,214.75,859.00
1404,2025-09-06,869,455,2,276.92,553.84
1405,2025-03-03,651,108,1,393.46,393.46
1405,2025-03-03,651,267,5,281.05,1405.25
1406,2025-05-08,25,397,3,160.06,480.18
1406,2025-05-08,25,150,2,72.4,144.8
1406,2025-05-08,25,2,2,287.98,575.96
1407,2025-08-20,179,455,4,276.92,1107.68
1407,2025-08-20,179,164,2,310.9,621.8
1408,2025-06-20,621,466,3,477.28,1431.84
1409,2025-06-09,758,371,3,51.41,154.23
1409,2025-06-09,758,59,2,418.89,837.78
1410,2025-03-26,906,234,3,6.55,19.65
1410,2025-03-26,906,500,5,455.95,2279.75
1410,2025-03-26,906,214,5,298.33,1491.65
1411,2025-02-16,793,40,2,296.1,592.2
1411,2025-02-16,793,486,1,176.54,176.54
1411,2025-02-16,793,380,1,276.01,276.01
1412,2025-06-13,780,498,2,374.05,748.10
1413,2025-03-31,656,6,1,388.76,388.76
1413,2025-03-31,656,25,4,250.93,1003.72
1413,2025-03-31,656,63,5,364.98,1824.90
1414,2024-12-28,573,276,1,258.44,258.44
1414,2024-12-28,573,393,2,263.08,526.16
1414,2024-12-28,573,289,2,150.72,301.44
1415,2025-11-13,649,486,3,176.54,529.62
1415,2025-11-13,649,235,2,72.25,144.50
1416,2025-11-04,930,389,1,74.31,74.31
1416,2025-11-04,930,164,3,310.9,932.7
1417,2025-11-27,653,291,3,346.84,1040.52
1417,2025-11-27,653,75,3,131.43,394.29
1418,2025-12-02,260,330,5,217.0,1085.0
1418,2025-12-02,260,86,3,444.15,1332.45
1418,2025-12-02,260,208,2,438.21,876.42
1419,2025-10-29,14,341,1,51.61,51.61
1420,2025-11-30,995,192,1,319.33,319.33
1420,2025-11-30,995,44,4,439.63,1758.52
1420,2025-11-30,995,154,1,434.3,434.3
1421,2025-06-28,380,94,2,295.93,591.86
1421,2025-06-28,380,279,3,204.8,614.4
1422,2025-06-11,100,49,1,243.73,243.73
1422,2025-06-11,100,205,3,145.68,437.04
1422,2025-06-11,100,341,1,51.61,51.61
1423,2025-12-26,92,115,3,365.14,1095.42
1423,2025-12-26,92,243,3,457.3,1371.9
1424,2025-07-29,797,471,2,327.77,655.54
1425,2025-03-19,202,435,4,122.68,490.72
1425,2025-03-19,202,177,2,184.9,369.8
1426,2025-07-25,718,75,3,131.43,394.29
1426,2025-07-25,718,424,2,321.07,642.14
1427,2025-03-19,512,499,1,230.52,230.52
1428,2025-01-25,901,129,5,119.27,596.35
1428,2025-01-25,901,289,5,150.72,753.60
1428,2025-01-25,901,99,3,342.87,1028.61
1429,2025-12-15,60,254,1,463.64,463.64
1429,2025-12-15,60,474,4,33.57,134.28
1430,2025-03-16,882,330,2,217.0,434.0
1431,2025-07-21,497,481,2,163.42,326.84
1431,2025-07-21,497,314,3,239.74,719.22
1431,2025-07-21,497,462,2,412.76,825.52
1432,2025-09-02,205,255,1,214.59,214.59
1432,2025-09-02,205,481,3,163.42,490.26
1432,2025-09-02,205,461,5,224.53,1122.65
1433,2025-10-17,610,129,5,119.27,596.35
1433,2025-10-17,610,421,5,320.48,1602.40
1434,2025-01-23,481,485,1,492.14,492.14
1435,2025-12-23,78,234,4,6.55,26.20
1436,2025-07-12,482,61,2,351.5,703.0
1437,2024-12-29,500,492,5,449.67,2248.35
1438,2025-02-11,880,229,5,296.73,1483.65
1438,2025-02-11,880,225,4,460.72,1842.88
1439,2025-09-07,777,73,2,25.92,51.84
1440,2025-07-15,29,65,2,430.11,860.22
1440,2025-07-15,29,296,3,215.06,645.18
1440,2025-07-15,29,36,4,12.2,48.8
1441,2025-03-25,988,359,1,275.01,275.01
1441,2025-03-25,988,242,5,35.44,177.20
1441,2025-03-25,988,47,3,447.66,1342.98
1442,2025-10-01,957,286,5,46.15,230.75
1443,2025-02-26,24,199,3,286.28,858.84
1443,2025-02-26,24,255,3,214.59,643.77
1444,2025-08-21,370,264,5,245.93,1229.65
1444,2025-08-21,370,308,1,241.52,241.52
1445,2025-05-29,280,21,5,141.16,705.80
1445,2025-05-29,280,242,3,35.44,106.32
1446,2025-06-29,28,55,4,471.21,1884.84
1447,2025-10-20,949,439,2,18.16,36.32
1447,2025-10-20,949,398,2,71.83,143.66
1448,2025-05-22,3,116,2,496.51,993.02
1449,2025-04-19,626,228,3,404.8,1214.4
1450,2025-01-02,504,197,4,195.32,781.28
1451,2025-02-05,19,192,4,319.33,1277.32
1452,2025-10-27,385,277,4,328.27,1313.08
1453,2025-08-20,474,180,5,179.99,899.95
1453,2025-08-20,474,361,3,365.74,1097.22
1453,2025-08-20,474,2,5,287.98,1439.90
1454,2025-01-09,509,249,4,492.22,1968.88
1454,2025-01-09,509,100,5,220.87,1104.35
1454,2025-01-09,509,17,3,221.62,664.86
1455,2025-12-19,814,431,3,141.89,425.67
1456,2025-01-03,499,410,1,400.18,400.18
1456,2025-01-03,499,195,3,494.68,1484.04
1456,2025-01-03,499,370,4,285.74,1142.96
1457,2024-12-26,299,46,5,392.38,1961.90
1458,2025-04-20,476,151,3,496.87,1490.61
1458,2025-04-20,476,105,5,58.1,290.5
1459,2025-08-12,648,167,1,224.17,224.17
1459,2025-08-12,648,86,3,444.15,1332.45
1460,2025-05-20,433,212,1,122.95,122.95
1461,2025-05-31,993,338,1,243.62,243.62
1462,2025-02-26,990,208,3,438.21,1314.63
1462,2025-02-26,990,381,2,313.66,627.32
1463,2025-08-31,143,39,5,154.19,770.95
1464,2025-08-26,171,316,3,285.22,855.66
1464,2025-08-26,171,98,2,14.53,29.06
1465,2025-02-20,890,500,1,455.95,455.95
1465,2025-02-20,890,55,5,471.21,2356.05
1465,2025-02-20,890,409,2,31.26,62.52
1466,2025-02-03,487,299,5,383.39,1916.95
1466,2025-02-03,487,285,5,447.68,2238.40
1467,2025-05-13,504,103,5,239.95,1199.75
1467,2025-05-13,504,70,3,24.04,72.12
1467,2025-05-13,504,52,3,420.33,1260.99
1468,2025-08-09,757,183,3,448.54,1345.62
1468,2025-08-09,757,77,1,270.23,270.23
1469,2025-03-08,634,174,5,314.06,1570.30
1470,2025-01-04,149,447,4,376.57,1506.28
1470,2025-01-04,149,105,5,58.1,290.5
1470,2025-01-04,149,102,3,468.5,1405.5
1471,2025-08-12,527,263,3,157.37,472.11
1471,2025-08-12,527,197,3,195.32,585.96
1472,2025-10-10,336,152,2,39.12,78.24
1472,2025-10-10,336,36,3,12.2,36.6
1472,2025-10-10,336,35,3,246.38,739.14
1473,2025-03-27,239,438,2,161.16,322.32
1474,2025-07-29,708,180,3,179.99,539.97
1475,2025-01-27,831,407,2,325.42,650.84
1475,2025-01-27,831,172,1,250.68,250.68
1475,2025-01-27,831,175,4,471.13,1884.52
1476,2025-06-01,291,436,5,472.16,2360.80
1476,2025-06-01,291,326,4,211.81,847.24
1476,2025-06-01,291,375,5,445.17,2225.85
1477,2025-03-13,690,183,5,448.54,2242.70
1478,2025-06-18,128,67,3,301.26,903.78
1478,2025-06-18,128,232,2,59.52,119.04
1478,2025-06-18,128,237,4,242.96,971.84
1479,2025-08-13,538,353,5,272.7,1363.5
1480,2025-08-28,138,411,3,147.7,443.1
1480,2025-08-28,138,346,3,30.32,90.96
1481,2025-01-18,593,383,1,259.72,259.72
1482,2025-10-01,509,164,5,310.9,1554.5
1482,2025-10-01,509,162,4,147.2,588.8
1483,2025-04-18,664,305,3,70.29,210.87
1484,2025-03-21,900,412,5,407.79,2038.95
1484,2025-03-21,900,16,4,241.42,965.68
1484,2025-03-21,900,175,2,471.13,942.26
1485,2025-06-26,335,87,4,480.44,1921.76
1486,2025-09-23,221,331,5,321.18,1605.90
1486,2025-09-23,221,22,4,420.77,1683.08
1486,2025-09-23,221,151,4,496.87,1987.48
1487,2025-03-22,741,253,3,358.42,1075.26
1487,2025-03-22,741,159,5,372.6,1863.0
1488,2025-08-25,977,397,1,160.06,160.06
1489,2025-08-16,358,116,3,496.51,1489.53
1490,2025-04-29,818,364,2,84.82,169.64
1490,2025-04-29,818,2,5,287.98,1439.90
1491,2025-02-04,495,183,2,448.54,897.08
1491,2025-02-04,495,284,4,165.79,663.16
1491,2025-02-04,495,223,2,77.6,155.2
1492,2025-11-26,32,202,4,141.74,566.96
1492,2025-11-26,32,98,1,14.53,14.53
1492,2025-11-26,32,458,5,257.33,1286.65
1493,2025-03-31,602,40,1,296.1,296.1
1493,2025-03-31,602,383,2,259.72,519.44
1493,2025-03-31,602,479,5,301.68,1508.40
1494,2025-03-26,315,490,3,476.01,1428.03
1494,2025-03-26,315,371,4,51.41,205.64
1495,2025-04-08,467,277,1,328.27,328.27
1496,2025-11-05,189,168,2,347.07,694.14
1497,2025-04-07,386,434,5,21.02,105.10
1497,2025-04-07,386,66,2,211.47,422.94
1498,2025-01-08,265,4,4,472.3,1889.2
1499,2025-11-19,371,323,4,299.85,1199.40
1499,2025-11-19,371,473,1,341.31,341.31
1499,2025-11-19,371,254,1,463.64,463.64
1500,2025-01-05,187,396,3,56.06,168.18
1500,2025-01-05,187,73,3,25.92,77.76
1501,2025-04-16,56,391,4,325.16,1300.64
1502,2025-09-02,25,47,2,447.66,895.32
1503,2025-03-12,248,38,3,447.83,1343.49
1503,2025-03-12,248,449,2,119.8,239.6
1503,2025-03-12,248,483,1,192.76,192.76
1504,2025-07-13,297,423,5,410.7,2053.5
1505,2025-11-10,68,350,1,30.8,30.8
1505,2025-11-10,68,261,3,184.06,552.18
1506,2025-11-29,150,414,3,307.45,922.35
1507,2025-05-23,373,176,1,288.86,288.86
1507,2025-05-23,373,281,1,115.36,115.36
1507,2025-05-23,373,275,3,25.24,75.72
1508,2025-06-12,661,451,5,117.67,588.35
1508,2025-06-12,661,94,1,295.93,295.93
1509,2025-03-21,747,84,4,404.22,1616.88
1509,2025-03-21,747,220,4,26.81,107.24
1509,2025-03-21,747,387,4,280.52,1122.08
1510,2025-08-08,687,382,1,240.39,240.39
1510,2025-08-08,687,281,5,115.36,576.80
1510,2025-08-08,687,462,4,412.76,1651.04
1511,2025-07-27,503,240,5,102.23,511.15
1511,2025-07-27,503,431,3,141.89,425.67
1512,2025-08-23,595,317,1,37.27,37.27
1512,2025-08-23,595,456,1,452.55,452.55
1512,2025-08-23,595,330,1,217.0,217.0
1513,2025-02-28,894,357,4,147.52,590.08
1513,2025-02-28,894,341,4,51.61,206.44
1514,2025-12-13,634,337,2,206.67,413.34
1515,2025-05-09,981,206,2,270.77,541.54
1515,2025-05-09,981,307,1,228.49,228.49
1516,2025-05-08,909,479,1,301.68,301.68
1516,2025-05-08,909,127,5,428.76,2143.80
1516,2025-05-08,909,154,1,434.3,434.3
1517,2025-05-29,867,63,5,364.98,1824.90
1517,2025-05-29,867,410,3,400.18,1200.54
1518,2025-06-08,154,8,5,316.53,1582.65
1518,2025-06-08,154,87,2,480.44,960.88
1519,2025-12-10,282,274,4,56.74,226.96
1519,2025-12-10,282,271,5,185.88,929.40
1520,2025-06-10,224,450,2,101.99,203.98
1520,2025-06-10,224,390,4,40.96,163.84
1520,2025-06-10,224,483,2,192.76,385.52
1521,2025-01-22,428,455,4,276.92,1107.68
1521,2025-01-22,428,86,4,444.15,1776.60
1521,2025-01-22,428,73,3,25.92,77.76
1522,2025-05-26,418,439,5,18.16,90.80
1522,2025-05-26,418,178,1,65.82,65.82
1523,2025-05-05,97,210,2,318.91,637.82
1523,2025-05-05,97,282,5,332.62,1663.10
1524,2025-04-04,784,381,4,313.66,1254.64
1524,2025-04-04,784,367,4,394.98,1579.92
1524,2025-04-04,784,296,2,215.06,430.12
1525,2025-08-28,113,80,1,293.7,293.7
1525,2025-08-28,113,74,1,352.49,352.49
1526,2025-03-06,460,284,5,165.79,828.95
1527,2025-02-16,242,148,5,445.16,2225.80
1528,2025-10-04,321,388,4,317.72,1270.88
1528,2025-10-04,321,159,5,372.6,1863.0
1528,2025-10-04,321,324,4,113.76,455.04
1529,2025-03-26,41,163,3,186.78,560.34
1529,2025-03-26,41,224,5,321.92,1609.60
1529,2025-03-26,41,435,1,122.68,122.68
1530,2025-06-18,997,36,4,12.2,48.8
1530,2025-06-18,997,257,2,265.71,531.42
1530,2025-06-18,997,61,1,351.5,351.5
1531,2025-02-04,385,227,4,94.86,379.44
1531,2025-02-04,385,328,2,50.89,101.78
1531,2025-02-04,385,2,4,287.98,1151.92
1532,2025-10-31,598,488,2,209.37,418.74
1532,2025-10-31,598,335,5,42.9,214.5
1532,2025-10-31,598,447,2,376.57,753.14
1533,2025-08-06,936,358,2,329.56,659.12
1533,2025-08-06,936,228,5,404.8,2024.0
1533,2025-08-06,936,415,4,477.17,1908.68
1534,2025-03-11,349,498,4,374.05,1496.20
1535,2025-04-17,381,251,1,152.34,152.34
1535,2025-04-17,381,15,3,182.7,548.1
1536,2025-08-25,44,307,4,228.49,913.96
1536,2025-08-25,44,226,2,285.54,571.08
1537,2025-01-09,120,26,3,376.51,1129.53
1537,2025-01-09,120,170,4,40.78,163.12
1537,2025-01-09,120,247,1,154.79,154.79
1538,2025-10-23,275,361,4,365.74,1462.96
1538,2025-10-23,275,62,1,245.04,245.04
1539,2024-12-27,130,371,3,51.41,154.23
1540,2025-01-09,178,154,2,434.3,868.6
1541,2025-04-26,632,195,4,494.68,1978.72
1541,2025-04-26,632,208,2,438.21,876.42
1542,2025-08-14,360,195,5,494.68,2473.40
1542,2025-08-14,360,455,3,276.92,830.76
1543,2025-03-31,897,401,3,341.45,1024.35
1543,2025-03-31,897,1,1,80.6,80.6
1544,2025-10-03,621,267,2,281.05,562.10
1545,2025-08-26,63,257,3,265.71,797.13
1545,2025-08-26,63,412,3,407.79,1223.37
1545,2025-08-26,63,195,3,494.68,1484.04
1546,2025-05-24,503,254,4,463.64,1854.56
1547,2025-10-11,442,148,2,445.16,890.32
1547,2025-10-11,442,55,4,471.21,1884.84
1547,2025-10-11,442,236,2,469.19,938.38
1548,2025-06-03,447,301,4,274.15,1096.60
1549,2024-12-31,125,170,4,40.78,163.12
1549,2024-12-31,125,39,4,154.19,616.76
1549,2024-12-31,125,255,4,214.59,858.36
1550,2025-03-07,702,158,2,373.08,746.16
1550,2025-03-07,702,273,5,54.12,270.60
1550,2025-03-07,702,28,4,412.52,1650.08
1551,2025-09-24,318,427,4,410.44,1641.76
1551,2025-09-24,318,402,1,341.36,341.36
1552,2025-07-15,765,60,2,334.6,669.2
1552,2025-07-15,765,129,2,119.27,238.54
1553,2024-12-26,156,131,1,398.64,398.64
1554,2025-08-27,626,262,4,92.87,371.48
1555,2025-04-18,746,154,5,434.3,2171.5
1556,2025-01-06,266,122,5,459.94,2299.70
1556,2025-01-06,266,324,5,113.76,568.80
1556,2025-01-06,266,297,2,398.94,797.88
1557,2025-10-07,344,352,2,164.03,328.06
1557,2025-10-07,344,164,5,310.9,1554.5
1557,2025-10-07,344,66,4,211.47,845.88
1558,2025-03-08,269,329,5,374.27,1871.35
1559,2025-12-10,110,343,4,240.99,963.96
1559,2025-12-10,110,180,1,179.99,179.99
1559,2025-12-10,110,174,4,314.06,1256.24
1560,2025-02-25,105,136,3,341.46,1024.38
1561,2025-10-30,726,190,5,72.61,363.05
1562,2025-02-17,265,108,5,393.46,1967.30
1562,2025-02-17,265,492,4,449.67,1798.68
1562,2025-02-17,265,31,2,485.56,971.12
1563,2024-12-29,570,465,5,313.64,1568.20
1564,2025-05-05,911,345,5,210.38,1051.90
1564,2025-05-05,911,375,2,445.17,890.34
1564,2025-05-05,911,466,5,477.28,2386.40
1565,2025-04-25,182,429,5,309.42,1547.10
1565,2025-04-25,182,75,2,131.43,262.86
1566,2025-06-15,458,317,5,37.27,186.35
1566,2025-06-15,458,10,3,248.75,746.25
1566,2025-06-15,458,205,1,145.68,145.68
1567,2025-05-20,488,388,5,317.72,1588.60
1568,2025-10-04,613,206,5,270.77,1353.85
1569,2025-12-06,81,456,3,452.55,1357.65
1570,2025-12-03,99,216,1,277.28,277.28
1570,2025-12-03,99,211,5,180.66,903.30
1571,2025-03-11,376,312,1,333.94,333.94
1571,2025-03-11,376,419,5,54.3,271.5
1571,2025-03-11,376,469,5,103.95,519.75
1572,2025-10-11,990,216,2,277.28,554.56
1573,2025-10-10,518,183,3,448.54,1345.62
1573,2025-10-10,518,211,3,180.66,541.98
1573,2025-10-10,518,151,1,496.87,496.87
1574,2025-08-04,950,97,1,113.42,113.42
1575,2025-12-23,584,366,1,223.44,223.44
1575,2025-12-23,584,318,1,12.28,12.28
1575,2025-12-23,584,330,4,217.0,868.0
1576,2025-11-20,798,68,5,57.36,286.80
1576,2025-11-20,798,472,1,46.16,46.16
1576,2025-11-20,798,299,1,383.39,383.39
1577,2025-07-11,256,143,3,472.35,1417.05
1577,2025-07-11,256,20,2,478.78,957.56
1577,2025-07-11,256,171,3,350.16,1050.48
1578,2025-11-20,496,289,1,150.72,150.72
1579,2024-12-28,310,53,3,485.1,1455.3
1580,2025-03-30,427,453,2,236.71,473.42
1580,2025-03-30,427,405,4,16.73,66.92
1581,2025-01-26,617,230,5,476.52,2382.60
1581,2025-01-26,617,2,1,287.98,287.98
1582,2025-12-01,608,488,2,209.37,418.74
1582,2025-12-01,608,470,1,232.51,232.51
1582,2025-12-01,608,221,1,109.17,109.17
1583,2025-03-13,708,322,2,417.63,835.26
1583,2025-03-13,708,64,1,491.55,491.55
1584,2025-04-24,430,306,4,390.91,1563.64
1584,2025-04-24,430,47,1,447.66,447.66
1584,2025-04-24,430,140,1,187.49,187.49
1585,2025-09-21,868,250,5,202.45,1012.25
1585,2025-09-21,868,473,1,341.31,341.31
1586,2025-08-23,216,123,2,165.07,330.14
1587,2025-02-28,850,353,3,272.7,818.1
1588,2025-07-31,174,426,3,82.52,247.56
1589,2025-03-29,685,405,4,16.73,66.92
1590,2025-01-17,500,416,1,70.38,70.38
1591,2025-06-03,126,414,5,307.45,1537.25
1591,2025-06-03,126,21,1,141.16,141.16
1592,2025-02-17,102,109,3,97.7,293.1
1592,2025-02-17,102,39,5,154.19,770.95
1592,2025-02-17,102,457,5,320.53,1602.65
1593,2025-12-04,380,355,5,208.41,1042.05
1593,2025-12-04,380,105,5,58.1,290.5
1593,2025-12-04,380,94,3,295.93,887.79
1594,2025-03-03,941,333,1,312.24,312.24
1594,2025-03-03,941,261,2,184.06,368.12
1595,2025-09-05,806,173,1,461.96,461.96
1595,2025-09-05,806,153,4,210.94,843.76
1596,2025-07-07,560,162,4,147.2,588.8
1596,2025-07-07,560,278,5,205.91,1029.55
1596,2025-07-07,560,472,2,46.16,92.32
1597,2025-12-25,538,62,1,245.04,245.04
1597,2025-12-25,538,28,3,412.52,1237.56
1597,2025-12-25,538,494,1,429.76,429.76
1598,2025-01-13,218,298,1,204.65,204.65
1598,2025-01-13,218,451,1,117.67,117.67
1598,2025-01-13,218,105,1,58.1,58.1
1599,2025-01-05,248,66,2,211.47,422.94
1600,2025-04-04,852,474,3,33.57,100.71
1601,2025-05-19,198,234,3,6.55,19.65
1602,2025-10-15,407,214,5,298.33,1491.65
1602,2025-10-15,407,118,4,116.6,466.4
1603,2025-11-12,411,191,1,246.88,246.88
1603,2025-11-12,411,55,4,471.21,1884.84
1604,2025-07-25,62,291,2,346.84,693.68
1604,2025-07-25,62,45,3,250.68,752.04
1605,2025-08-28,86,359,4,275.01,1100.04
1605,2025-08-28,86,10,2,248.75,497.50
1606,2025-06-22,178,413,2,496.98,993.96
1606,2025-06-22,178,459,5,223.31,1116.55
1607,2025-11-26,441,360,4,483.09,1932.36
1607,2025-11-26,441,121,5,492.6,2463.0
1608,2025-05-04,870,397,3,160.06,480.18
1608,2025-05-04,870,486,4,176.54,706.16
1609,2025-10-22,802,431,5,141.89,709.45
1609,2025-10-22,802,236,4,469.19,1876.76
1609,2025-10-22,802,452,1,46.98,46.98
1610,2025-04-10,317,128,5,229.59,1147.95
1610,2025-04-10,317,331,1,321.18,321.18
1610,2025-04-10,317,149,3,57.41,172.23
1611,2025-02-05,4,170,5,40.78,203.90
1612,2025-07-13,226,446,5,60.56,302.80
1612,2025-07-13,226,481,1,163.42,163.42
1613,2025-06-19,295,466,4,477.28,1909.12
1614,2025-09-12,382,196,5,305.3,1526.5
1614,2025-09-12,382,272,3,352.7,1058.1
1614,2025-09-12,382,118,3,116.6,349.8
1615,2025-07-24,114,278,1,205.91,205.91
1615,2025-07-24,114,331,3,321.18,963.54
1615,2025-07-24,114,160,2,241.99,483.98
1616,2025-05-17,950,136,4,341.46,1365.84
1616,2025-05-17,950,169,5,460.43,2302.15
1617,2025-08-26,918,93,5,101.41,507.05
1617,2025-08-26,918,240,4,102.23,408.92
1618,2025-08-19,289,129,1,119.27,119.27
1619,2025-06-28,612,412,5,407.79,2038.95
1619,2025-06-28,612,195,2,494.68,989.36
1620,2025-12-05,383,442,5,155.41,777.05
1621,2025-03-12,714,148,2,445.16,890.32
1622,2025-09-26,338,293,1,131.93,131.93
1622,2025-09-26,338,308,5,241.52,1207.60
1623,2025-12-16,998,229,3,296.73,890.19
1623,2025-12-16,998,109,2,97.7,195.4
1624,2025-03-03,357,420,1,72.09,72.09
1624,2025-03-03,357,421,1,320.48,320.48
1624,2025-03-03,357,242,1,35.44,35.44
1625,2025-11-07,894,304,3,276.08,828.24
1626,2025-03-30,205,286,3,46.15,138.45
1627,2025-02-02,814,280,5,13.76,68.80
1627,2025-02-02,814,44,2,439.63,879.26
1627,2025-02-02,814,106,4,180.08,720.32
1628,2025-01-27,56,6,2,388.76,777.52
1629,2025-08-24,833,451,5,117.67,588.35
1629,2025-08-24,833,307,3,228.49,685.47
1629,2025-08-24,833,40,1,296.1,296.1
1630,2025-02-13,999,222,2,80.58,161.16
1630,2025-02-13,999,203,3,98.55,295.65
1630,2025-02-13,999,323,1,299.85,299.85
1631,2025-11-21,761,128,5,229.59,1147.95
1631,2025-11-21,761,476,2,131.18,262.36
1632,2025-04-14,141,57,5,103.12,515.60
1633,2025-08-06,862,199,1,286.28,286.28
1634,2025-05-29,18,73,3,25.92,77.76
1634,2025-05-29,18,231,1,241.46,241.46
1634,2025-05-29,18,183,2,448.54,897.08
1635,2025-04-14,593,396,1,56.06,56.06
1635,2025-04-14,593,87,4,480.44,1921.76
1636,2025-03-04,66,461,1,224.53,224.53
1636,2025-03-04,66,415,1,477.17,477.17
1636,2025-03-04,66,120,3,458.95,1376.85
1637,2025-07-28,633,348,2,231.55,463.10
1638,2025-11-25,176,60,2,334.6,669.2
1638,2025-11-25,176,37,4,37.4,149.6
1638,2025-11-25,176,310,4,151.31,605.24
1639,2025-11-22,114,260,3,39.69,119.07
1640,2025-06-01,715,302,1,462.51,462.51
1640,2025-06-01,715,362,2,299.76,599.52
1641,2025-11-12,468,301,3,274.15,822.45
1641,2025-11-12,468,192,2,319.33,638.66
1641,2025-11-12,468,461,2,224.53,449.06
1642,2025-08-27,875,128,4,229.59,918.36
1642,2025-08-27,875,357,4,147.52,590.08
1643,2025-10-14,905,266,1,468.09,468.09
1644,2025-01-20,554,305,1,70.29,70.29
1645,2025-09-20,168,359,3,275.01,825.03
1645,2025-09-20,168,133,1,261.96,261.96
1646,2025-05-06,312,487,5,79.74,398.70
1647,2025-07-19,416,468,3,253.58,760.74
1648,2025-07-23,619,42,2,39.02,78.04
1648,2025-07-23,619,155,3,407.98,1223.94
1648,2025-07-23,619,85,5,321.65,1608.25
1649,2025-06-10,264,332,3,258.46,775.38
1650,2025-02-25,186,74,5,352.49,1762.45
1650,2025-02-25,186,262,2,92.87,185.74
1650,2025-02-25,186,468,4,253.58,1014.32
1651,2025-04-30,323,73,3,25.92,77.76
1651,2025-04-30,323,303,2,489.27,978.54
1651,2025-04-30,323,119,3,244.81,734.43
1652,2025-08-02,902,61,2,351.5,703.0
1652,2025-08-02,902,292,1,242.18,242.18
1653,2025-01-05,994,184,1,72.35,72.35
1653,2025-01-05,994,438,3,161.16,483.48
1653,2025-01-05,994,217,3,110.51,331.53
1654,2025-04-22,721,435,3,122.68,368.04
1655,2025-11-03,68,407,1,325.42,325.42
1655,2025-11-03,68,37,4,37.4,149.6
1656,2025-02-06,853,295,2,130.26,260.52
1657,2025-09-27,318,152,5,39.12,195.60
1658,2025-11-30,81,337,3,206.67,620.01
1659,2025-03-19,706,251,3,152.34,457.02
1659,2025-03-19,706,492,3,449.67,1349.01
1660,2025-07-19,952,389,1,74.31,74.31
1660,2025-07-19,952,9,3,217.36,652.08
1660,2025-07-19,952,84,5,404.22,2021.10
1661,2025-03-01,795,130,4,252.98,1011.92
1661,2025-03-01,795,116,1,496.51,496.51
1662,2025-11-14,509,440,4,475.31,1901.24
